timestamp,device_id,device_name,interface_name,interface_index,oper_status,admin_status,in_traffic_bps,out_traffic_bps,in_errors,out_errors,in_discards,out_discards,packet_loss_pct,latency_ms,device_cpu_pct,device_memory_pct,device_availability,device_uptime_sec
2026-04-09 10:15:00,r1,router1,ether2,2,up,up,220834409.0,98844588.09,2,8,1,5,0.2,7.47,24.74,46.41,true,864900
2026-04-09 10:16:00,r1,router1,ether2,2,up,up,212665569.32,103402670.19,3,8,2,5,0.0,8.86,24.65,44.98,true,864960
2026-04-09 10:17:00,r1,router1,ether2,2,up,up,211838754.92,96465475.73,3,9,3,5,0.1,9.13,26.46,46.46,true,865020
2026-04-09 10:18:00,r1,router1,ether2,2,up,up,206253631.82,97235587.18,3,9,4,6,0.1,8.62,26.04,43.67,true,865080
2026-04-09 10:19:00,r1,router1,ether2,2,up,up,203342747.67,109462936.32,3,10,4,6,0.0,8.26,25.84,44.15,true,865140
2026-04-09 10:20:00,r1,router1,ether2,2,up,up,241659314.13,108258597.57,3,10,5,7,3.59,37.01,25.59,43.44,true,865200
2026-04-09 10:21:00,r1,router1,ether2,2,up,up,241130763.83,94874618.12,3,10,5,8,1.64,30.55,23.76,45.45,true,865260
2026-04-09 10:22:00,r1,router1,ether2,2,up,up,212954510.7,105754348.12,4,10,6,9,1.9,30.75,24.13,44.09,true,865320
2026-04-09 10:23:00,r1,router1,ether2,2,up,up,213185453.43,101038348.34,4,11,6,10,3.18,34.8,26.73,46.66,true,865380
2026-04-09 10:24:00,r1,router1,ether2,2,up,up,199920481.16,104894103.03,4,12,6,10,2.96,37.04,24.54,45.74,true,865440
2026-04-09 10:25:00,r1,router1,ether2,2,up,up,220100810.61,101803608.59,4,12,7,10,3.42,20.84,23.4,46.85,true,865500
2026-04-09 10:26:00,r1,router1,ether2,2,up,up,201292442.92,105630505.83,4,13,7,11,3.31,27.55,25.77,45.67,true,865560
2026-04-09 10:27:00,r1,router1,ether2,2,up,up,236384852.77,90717982.0,5,13,7,12,3.62,27.09,26.99,46.11,true,865620
2026-04-09 10:28:00,r1,router1,ether2,2,up,up,205320050.62,95989321.6,5,14,7,12,4.15,40.56,26.18,44.07,true,865680
2026-04-09 10:29:00,r1,router1,ether2,2,up,up,221371318.0,101318561.24,6,14,8,12,4.85,27.75,23.7,45.49,true,865740
2026-04-09 10:30:00,r1,router1,ether2,2,up,up,208216291.55,102758092.62,6,14,8,13,3.22,28.79,26.6,44.84,true,865800
2026-04-09 10:31:00,r1,router1,ether2,2,up,up,239590367.94,109753033.9,6,14,9,14,3.22,39.28,25.76,44.81,true,865860
2026-04-09 10:32:00,r1,router1,ether2,2,up,up,202692743.77,97627285.95,7,14,9,14,4.82,37.14,26.97,44.08,true,865920
2026-04-09 10:33:00,r1,router1,ether2,2,up,up,238067145.96,104903443.08,7,14,9,14,4.19,32.07,26.1,43.79,true,865980
2026-04-09 10:34:00,r1,router1,ether2,2,up,up,227821636.18,104418567.53,7,14,10,14,5.11,27.16,25.51,46.82,true,866040
2026-04-09 10:35:00,r1,router1,ether2,2,up,up,223501247.44,104647195.36,7,14,10,14,7.59,20.71,24.31,44.62,true,866100
2026-04-09 10:36:00,r1,router1,ether2,2,up,up,234540795.26,95139401.69,7,14,11,14,3.44,23.12,26.87,44.08,true,866160
2026-04-09 10:37:00,r1,router1,ether2,2,up,up,204193308.66,109330004.19,7,14,12,14,5.25,20.74,26.87,46.37,true,866220
2026-04-09 10:38:00,r1,router1,ether2,2,up,up,209636177.45,92471774.74,7,14,12,15,8.38,29.28,25.34,46.45,true,866280
2026-04-09 10:39:00,r1,router1,ether2,2,up,up,199101084.58,107684696.9,8,14,13,15,6.78,35.18,23.89,43.03,true,866340
2026-04-09 10:40:00,r1,router1,ether2,2,up,up,204150188.55,108925230.66,8,15,14,15,8.67,42.19,23.46,43.81,true,866400
2026-04-09 10:41:00,r1,router1,ether2,2,up,up,227501393.63,104862802.43,9,15,15,16,7.16,26.97,25.35,46.02,true,866460
2026-04-09 10:42:00,r1,router1,ether2,2,up,up,239318334.89,95594802.8,9,15,15,16,6.41,34.24,24.77,47.03,true,866520
2026-04-09 10:43:00,r1,router1,ether2,2,up,up,200664203.92,95517628.82,9,15,15,16,8.87,27.92,23.37,43.7,true,866580
2026-04-09 10:44:00,r1,router1,ether2,2,up,up,241508119.77,105739562.0,9,15,15,16,4.68,18.23,23.83,43.72,true,866640
2026-04-09 10:45:00,r1,router1,ether2,2,up,up,210200093.22,109680562.64,9,15,15,16,5.97,35.29,24.0,43.54,true,866700
2026-04-09 10:46:00,r1,router1,ether2,2,up,up,232759325.23,94758632.12,10,15,15,17,9.23,32.43,24.06,43.32,true,866760
2026-04-09 10:47:00,r1,router1,ether2,2,up,up,217724109.43,97240779.48,10,15,16,17,7.26,42.08,25.02,47.0,true,866820
2026-04-09 10:48:00,r1,router1,ether2,2,up,up,200676317.93,99579638.22,10,15,16,17,8.12,40.49,24.96,46.84,true,866880
2026-04-09 10:49:00,r1,router1,ether2,2,up,up,200890018.27,95500319.99,10,16,17,17,7.67,33.45,25.85,44.46,true,866940
2026-04-09 10:50:00,r1,router1,ether2,2,up,up,232896228.1,92288281.45,11,16,18,17,9.7,29.63,25.88,43.72,true,867000
2026-04-09 10:51:00,r1,router1,ether2,2,up,up,234406445.89,97974603.69,11,16,19,17,11.75,43.11,24.71,45.74,true,867060
2026-04-09 10:52:00,r1,router1,ether2,2,up,up,202013890.69,91707287.15,11,16,20,17,6.04,18.82,26.25,45.25,true,867120
2026-04-09 10:53:00,r1,router1,ether2,2,up,up,236438724.38,108822597.38,11,16,20,17,11.94,30.92,26.87,45.45,true,867180
2026-04-09 10:54:00,r1,router1,ether2,2,up,up,226896397.33,94484897.38,11,17,20,17,9.52,40.01,24.47,46.18,true,867240
2026-04-09 10:55:00,r1,router1,ether2,2,up,up,199273939.97,95465407.77,11,18,20,17,9.16,35.6,24.4,43.57,true,867300
2026-04-09 10:56:00,r1,router1,ether2,2,up,up,230602638.6,109436206.38,11,18,20,17,6.1,25.39,23.86,44.64,true,867360
2026-04-09 10:57:00,r1,router1,ether2,2,up,up,229750222.58,105536712.4,11,18,20,18,8.34,27.82,26.53,43.45,true,867420
2026-04-09 10:58:00,r1,router1,ether2,2,up,up,227125302.48,99713234.1,11,19,20,18,8.69,41.97,23.86,45.06,true,867480
2026-04-09 10:59:00,r1,router1,ether2,2,up,up,227841587.29,101862685.01,11,19,20,18,9.88,20.1,23.18,44.53,true,867540
2026-04-09 10:00:00,r2,router2,ether1,1,up,up,144581138.97,75834450.37,8,1,1,0,1.53,10.82,23.52,45.94,true,864000
2026-04-09 10:01:00,r2,router2,ether1,1,up,up,148769173.95,72381629.6,19,3,3,2,1.44,12.56,23.37,45.77,true,864060
2026-04-09 10:02:00,r2,router2,ether1,1,up,up,131047361.84,65998697.26,24,6,6,5,2.1,15.92,23.77,47.25,true,864120
2026-04-09 10:03:00,r2,router2,ether1,1,up,up,140215311.96,70556790.62,33,10,14,6,2.22,16.01,23.15,44.27,true,864180
2026-04-09 10:04:00,r2,router2,ether1,1,up,up,131063687.08,72699838.97,45,10,22,8,0.66,14.81,25.88,42.95,true,864240
2026-04-09 10:05:00,r2,router2,ether1,1,up,up,147066952.62,73973205.03,48,14,26,9,0.83,16.2,24.24,46.39,true,864300
2026-04-09 10:06:00,r2,router2,ether1,1,up,up,138927039.4,66944804.26,58,14,30,12,0.88,13.8,24.67,43.48,true,864360
2026-04-09 10:07:00,r2,router2,ether1,1,up,up,143953013.01,75237637.23,61,17,33,15,1.41,10.59,25.85,45.07,true,864420
2026-04-09 10:08:00,r2,router2,ether1,1,up,up,133638156.39,75674286.93,71,19,34,18,1.11,9.17,23.37,46.85,true,864480
2026-04-09 10:09:00,r2,router2,ether1,1,up,up,127491192.84,70028099.61,77,23,36,18,1.35,14.97,24.5,42.88,true,864540
2026-04-09 10:10:00,r2,router2,ether1,1,up,up,127072489.35,75843546.4,88,23,38,21,0.56,13.2,26.04,44.86,true,864600
2026-04-09 10:11:00,r2,router2,ether1,1,up,up,132038332.85,65093274.67,93,26,44,24,1.6,18.4,25.11,43.25,true,864660
2026-04-09 10:12:00,r2,router2,ether1,1,up,up,127336984.51,68877557.61,102,29,46,25,1.91,13.49,23.25,46.52,true,864720
2026-04-09 10:13:00,r2,router2,ether1,1,up,up,134155615.66,63021900.7,107,33,53,26,2.16,11.43,24.67,45.74,true,864780
2026-04-09 10:14:00,r2,router2,ether1,1,up,up,136932704.51,69581891.09,110,33,58,29,1.85,14.69,24.01,42.82,true,864840
2026-04-09 10:15:00,r2,router2,ether1,1,up,up,147602038.48,73292617.79,121,36,62,30,1.42,10.84,24.41,44.27,true,864900
2026-04-09 10:16:00,r2,router2,ether1,1,up,up,148721935.09,63883407.52,127,36,63,33,1.83,18.15,23.15,43.66,true,864960
2026-04-09 10:17:00,r2,router2,ether1,1,up,up,140430740.5,76847717.83,130,37,67,33,0.7,10.37,23.15,45.66,true,865020
2026-04-09 10:18:00,r2,router2,ether1,1,up,up,133650064.97,74190793.76,142,37,71,33,1.4,11.72,25.97,46.78,true,865080
2026-04-09 10:19:00,r2,router2,ether1,1,up,up,145377917.75,68142856.98,148,37,74,35,0.97,18.04,26.2,46.02,true,865140
2026-04-09 10:20:00,r2,router2,ether1,1,up,up,134993919.99,64120964.76,160,39,80,36,1.1,11.54,24.78,45.98,true,865200
2026-04-09 10:21:00,r2,router2,ether1,1,up,up,127185944.56,75180520.45,171,40,87,38,1.15,14.1,24.1,47.16,true,865260
2026-04-09 10:22:00,r2,router2,ether1,1,up,up,140366408.55,73498571.78,183,41,94,41,0.59,11.94,23.57,45.48,true,865320
2026-04-09 10:23:00,r2,router2,ether1,1,up,up,132607870.65,72032280.26,192,45,100,44,1.52,12.07,23.13,43.44,true,865380
2026-04-09 10:24:00,r2,router2,ether1,1,up,up,147366365.21,71034904.9,197,49,108,45,2.3,12.48,24.26,44.0,true,865440
2026-04-09 10:25:00,r2,router2,ether1,1,up,up,140496867.68,75789595.08,202,52,109,48,2.44,13.54,25.82,43.72,true,865500
2026-04-09 10:26:00,r2,router2,ether1,1,up,up,129800395.7,64036728.55,207,55,113,50,1.01,14.38,26.99,46.4,true,865560
2026-04-09 10:27:00,r2,router2,ether1,1,up,up,150957287.11,74919068.71,217,57,115,51,0.6,13.53,26.17,45.04,true,865620
2026-04-09 10:28:00,r2,router2,ether1,1,up,up,148130445.7,63367976.38,229,61,116,51,0.88,16.22,24.87,47.17,true,865680
2026-04-09 10:29:00,r2,router2,ether1,1,up,up,137148479.46,73037070.38,240,62,124,52,2.34,12.61,26.08,46.46,true,865740
2026-04-09 10:30:00,r2,router2,ether1,1,up,up,138599285.88,72521525.87,243,63,128,52,2.19,15.66,25.56,43.57,true,865800
2026-04-09 10:31:00,r2,router2,ether1,1,up,up,140506859.72,67257743.6,249,67,132,55,2.33,13.61,24.38,46.98,true,865860
2026-04-09 10:32:00,r2,router2,ether1,1,up,up,143781598.56,70711779.82,256,70,140,57,1.12,11.98,25.46,43.17,true,865920
2026-04-09 10:33:00,r2,router2,ether1,1,up,up,149590840.12,70890652.48,266,73,142,60,2.02,13.34,23.32,47.02,true,865980
2026-04-09 10:34:00,r2,router2,ether1,1,up,up,139945065.68,71780296.14,272,75,148,63,0.59,16.41,24.93,46.37,true,866040
2026-04-09 10:35:00,r2,router2,ether1,1,up,up,145281180.01,65213126.26,277,75,153,66,1.19,11.37,23.82,45.48,true,866100
2026-04-09 10:36:00,r2,router2,ether1,1,up,up,129661452.24,68187562.77,283,78,157,69,1.6,17.7,23.97,43.3,true,866160
2026-04-09 10:37:00,r2,router2,ether1,1,up,up,127416948.17,76235388.5,291,80,165,72,1.52,16.73,23.99,46.64,true,866220
2026-04-09 10:38:00,r2,router2,ether1,1,up,up,147367398.5,69975717.59,299,81,168,75,0.97,17.15,26.52,44.99,true,866280
2026-04-09 10:39:00,r2,router2,ether1,1,up,up,132024043.83,67940531.24,302,85,169,75,2.49,14.27,25.39,46.54,true,866340
2026-04-09 10:40:00,r2,router2,ether1,1,up,up,138065977.54,75354380.23,305,88,172,76,0.74,11.76,24.46,44.55,true,866400
2026-04-09 10:41:00,r2,router2,ether1,1,up,up,136817767.1,69304961.33,311,92,180,78,0.82,15.22,25.72,43.28,true,866460
2026-04-09 10:42:00,r2,router2,ether1,1,up,up,141619291.47,68118489.22,323,95,188,78,0.71,13.56,25.04,45.0,true,866520
2026-04-09 10:43:00,r2,router2,ether1,1,up,up,148511043.95,70270657.94,326,95,193,80,0.73,15.67,23.56,46.94,true,866580
2026-04-09 10:44:00,r2,router2,ether1,1,up,up,142624290.36,70102409.81,335,96,195,80,1.65,11.95,25.83,44.1,true,866640
2026-04-09 10:45:00,r2,router2,ether1,1,up,up,153437144.87,71171829.99,347,100,200,82,1.03,13.89,25.39,43.94,true,866700
2026-04-09 10:46:00,r2,router2,ether1,1,up,up,140678505.31,73096559.69,355,103,208,83,2.58,12.47,23.59,45.81,true,866760
2026-04-09 10:47:00,r2,router2,ether1,1,up,up,138349079.85,68862924.17,359,103,210,86,1.26,14.21,24.64,46.24,true,866820
2026-04-09 10:48:00,r2,router2,ether1,1,up,up,141704829.64,76973720.16,362,103,213,86,1.6,13.42,24.26,43.53,true,866880
2026-04-09 10:49:00,r2,router2,ether1,1,up,up,131383396.74,66451267.9,370,107,215,86,0.96,17.35,26.77,47.17,true,866940
2026-04-09 10:50:00,r2,router2,ether1,1,up,up,139434495.85,70846826.26,382,110,220,86,2.35,16.52,24.15,45.33,true,867000
2026-04-09 10:51:00,r2,router2,ether1,1,up,up,134132674.26,67026824.78,389,114,221,87,2.36,13.03,26.7,45.7,true,867060
2026-04-09 10:52:00,r2,router2,ether1,1,up,up,152124670.15,72746398.21,395,118,224,90,2.56,11.52,25.96,43.83,true,867120
2026-04-09 10:53:00,r2,router2,ether1,1,up,up,128805542.85,67624110.73,407,119,231,92,1.27,15.85,23.02,45.23,true,867180
2026-04-09 10:54:00,r2,router2,ether1,1,up,up,144215083.37,73582754.83,411,123,237,92,0.7,11.35,25.58,46.84,true,867240
2026-04-09 10:55:00,r2,router2,ether1,1,up,up,137700779.5,74726468.45,415,125,244,94,0.56,13.23,26.99,44.54,true,867300
2026-04-09 10:56:00,r2,router2,ether1,1,up,up,126259480.72,70951466.16,425,128,248,96,1.61,12.06,24.14,47.2,true,867360
2026-04-09 10:57:00,r2,router2,ether1,1,up,up,131398719.15,64577054.65,430,132,255,96,2.14,11.55,25.59,45.98,true,867420
2026-04-09 10:58:00,r2,router2,ether1,1,up,up,130913857.59,74986051.06,436,132,257,98,0.91,16.64,25.06,43.14,true,867480
2026-04-09 10:59:00,r2,router2,ether1,1,up,up,135060846.76,66472659.17,441,135,263,100,0.71,9.47,24.79,43.95,true,867540
2026-04-09 10:00:00,r2,router2,ether2,2,up,up,86548814.19,43739257.48,1,0,0,0,0.0,7.45,23.35,44.69,true,864000
2026-04-09 10:01:00,r2,router2,ether2,2,up,up,87370457.17,41337578.34,2,1,0,0,0.0,8.24,26.45,42.81,true,864060
2026-04-09 10:02:00,r2,router2,ether2,2,up,up,91295287.75,42026246.31,2,1,0,1,0.0,7.71,24.08,43.96,true,864120
2026-04-09 10:03:00,r2,router2,ether2,2,up,up,85967313.69,43197770.29,3,1,1,1,0.0,8.68,24.01,43.86,true,864180
2026-04-09 10:04:00,r2,router2,ether2,2,up,up,83438811.46,40560906.32,4,1,2,1,0.2,7.75,24.52,46.63,true,864240
2026-04-09 10:05:00,r2,router2,ether2,2,up,up,86407835.12,45928901.42,4,1,3,1,0.1,8.47,24.26,47.09,true,864300
2026-04-09 10:06:00,r2,router2,ether2,2,up,up,86865952.27,43022701.32,4,1,4,1,0.0,8.69,23.46,45.29,true,864360
2026-04-09 10:07:00,r2,router2,ether2,2,up,up,88892189.18,43121980.87,4,1,4,1,0.1,8.46,25.69,43.38,true,864420
2026-04-09 10:08:00,r2,router2,ether2,2,up,up,93874255.04,47601690.87,5,1,4,1,0.2,6.98,24.92,44.55,true,864480
2026-04-09 10:09:00,r2,router2,ether2,2,up,up,82968649.65,42734078.72,6,1,5,1,0.0,8.4,25.59,42.95,true,864540
2026-04-09 10:10:00,r2,router2,ether2,2,up,up,81189859.91,42828645.33,6,2,5,2,0.2,8.03,25.23,45.84,true,864600
2026-04-09 10:11:00,r2,router2,ether2,2,up,up,89335137.75,46615999.39,6,2,6,2,0.0,8.46,24.38,42.86,true,864660
2026-04-09 10:12:00,r2,router2,ether2,2,up,up,83089248.08,48966085.42,7,2,7,2,0.0,7.14,24.37,46.28,true,864720
2026-04-09 10:13:00,r2,router2,ether2,2,up,up,88886986.89,46770869.39,7,2,7,2,0.0,7.57,23.18,45.95,true,864780
2026-04-09 10:14:00,r2,router2,ether2,2,up,up,97738604.04,47164405.36,8,2,8,2,0.2,8.04,23.64,45.27,true,864840
2026-04-09 10:15:00,r2,router2,ether2,2,up,up,84354964.66,46415771.2,9,3,8,2,0.2,7.75,26.53,44.77,true,864900
